Timestamp (s),Key Code,Analog Value (0.0-1.0)
11.2129,44,0.083
11.2155,5,0.44
11.2155,17,1.0
11.2155,25,0.989
11.2155,44,0.083
11.2182,5,0.324
11.2182,17,1.0
11.2182,25,0.963
11.2182,44,0.083
11.2208,5,0.082
11.2208,17,1.0
11.2208,25,0.862
11.2208,44,0.083
11.2234,17,1.0
11.2234,25,0.787
11.2234,44,0.083
11.226,17,1.0
11.226,25,0.695
11.226,44,0.083
11.2286,17,1.0
11.2286,25,0.588
11.2286,44,0.083
11.2311,17,1.0
11.2311,25,0.315
11.2311,44,0.083
11.2335,17,1.0
11.2335,25,0.158
11.2335,44,0.08
11.2361,17,1.0
11.2361,44,0.058
11.2387,17,1.0
11.2387,44,0.037
11.2413,17,1.0
11.2413,44,0.031
11.2439,17,1.0
11.2465,17,1.0
11.2491,17,1.0
11.2516,17,1.0
11.2538,17,1.0
11.256,17,1.0
11.2586,17,1.0
11.2611,17,1.0
11.2637,17,1.0
11.2663,17,1.0
11.2689,17,1.0
11.2715,17,1.0
11.2741,17,1.0
11.2767,17,1.0
11.2788,17,1.0
11.2815,17,1.0
11.2841,5,0.082
11.2841,17,1.0
11.2841,25,0.309
11.2866,5,0.192
11.2866,17,1.0
11.2866,25,0.464
11.2892,5,0.379
11.2892,17,1.0
11.2892,25,0.761
11.2918,5,0.469
11.2918,17,1.0
11.2918,25,0.911
11.2942,5,0.558
11.2942,17,1.0
11.2942,25,1.0
11.2968,5,0.729
11.2968,17,0.998
11.2968,25,1.0
11.2995,5,0.815
11.2995,17,0.982
11.2995,25,1.0
11.3021,5,0.997
11.3021,17,0.933
11.3021,25,1.0
11.3047,5,1.0
11.3047,17,0.894
11.3047,25,1.0
11.3072,5,1.0
11.3072,17,0.848
11.3072,25,1.0
11.3098,5,1.0
11.3098,17,0.758
11.3098,25,1.0
11.3124,5,1.0
11.3124,17,0.706
11.3124,25,1.0
11.315,5,1.0
11.315,17,0.603
11.315,25,1.0
11.3173,5,1.0
11.3173,17,0.552
11.3173,25,1.0
11.3199,5,1.0
11.3199,17,0.505
11.3199,25,1.0
11.3225,5,1.0
11.3225,17,0.459
11.3225,25,1.0
11.3251,5,1.0
11.3251,17,0.371
11.3251,25,1.0
11.3277,5,1.0
11.3277,17,0.305
11.3277,25,1.0
11.3299,5,1.0
11.3299,17,0.277
11.3299,25,1.0
11.3325,5,1.0
11.3325,17,0.263
11.3325,25,1.0
11.3351,5,1.0
11.3351,17,0.249
11.3351,25,1.0
11.3376,5,1.0
11.3376,17,0.244
11.3376,25,1.0
11.3399,5,1.0
11.3399,17,0.246
11.3399,25,1.0
11.3426,5,1.0
11.3426,17,0.265
11.3426,25,1.0
11.3452,5,0.965
11.3452,17,0.324
11.3452,25,1.0
11.3482,5,0.936
11.3482,17,0.355
11.3482,25,1.0
11.3508,5,0.845
11.3508,17,0.425
11.3508,25,1.0
11.3533,5,0.784
11.3533,17,0.471
11.3533,25,1.0
11.3559,5,0.633
11.3559,17,0.587
11.3559,25,1.0
11.3585,5,0.549
11.3585,17,0.661
11.3585,25,1.0
11.3611,5,0.459
11.3611,17,0.746
11.3611,25,1.0
11.3637,5,0.278
11.3637,17,0.941
11.3637,25,0.996
11.3664,5,0.171
11.3664,17,1.0
11.3664,25,0.966
11.369,17,1.0
11.369,25,0.869
11.3716,17,1.0
11.3716,25,0.811
11.3738,17,1.0
11.3738,25,0.664
11.3764,17,1.0
11.3764,25,0.57
11.379,17,1.0
11.379,25,0.349
11.3813,17,1.0
11.3813,25,0.217
11.3839,17,1.0
11.3865,17,1.0
11.3891,17,1.0
11.3917,17,1.0
11.394,17,1.0
11.3966,17,1.0
11.399,17,1.0
11.4016,17,1.0
11.4042,17,1.0
11.4068,17,1.0
11.4094,17,1.0
11.412,17,1.0
11.4146,17,1.0
11.4172,17,1.0
11.4198,17,1.0
11.4224,17,1.0
11.425,17,1.0
11.425,25,0.119
11.4276,17,1.0
11.4276,25,0.349
11.4302,5,0.104
11.4302,17,1.0
11.4302,25,0.468
11.4328,5,0.188
11.4328,17,1.0
11.4328,25,0.584
11.4355,5,0.332
11.4355,17,1.0
11.4355,25,0.828
11.438,5,0.401
11.438,17,1.0
11.438,25,0.963
11.4406,5,0.464
11.4406,17,1.0
11.4406,25,1.0
11.4432,5,0.59
11.4432,17,1.0
11.4432,25,1.0
11.4457,5,0.651
11.4457,17,1.0
11.4457,25,1.0
11.4482,5,0.791
11.4482,17,0.979
11.4482,25,1.0
11.4505,5,0.86
11.4505,17,0.946
11.4505,25,1.0
11.453,5,0.928
11.453,17,0.901
11.453,25,1.0
11.4556,5,0.987
11.4556,17,0.849
11.4556,25,1.0
11.4579,5,1.0
11.4579,17,0.731
11.4579,25,1.0
11.4605,5,1.0
11.4605,17,0.674
11.4605,25,1.0
11.4631,5,1.0
11.4631,17,0.547
11.4631,25,1.0
11.4658,5,1.0
11.4658,17,0.482
11.4658,25,1.0
11.4684,5,1.0
11.4684,17,0.412
11.4684,25,1.0
11.471,5,1.0
11.471,17,0.258
11.471,25,1.0
11.4736,5,1.0
11.4736,17,0.181
11.4736,25,1.0
11.4758,5,1.0
11.4758,17,0.03
11.4758,25,1.0
11.4784,5,1.0
11.4784,25,1.0
11.481,5,0.997
11.481,25,1.0
11.4836,5,0.983
11.4836,25,1.0
11.4863,5,0.939
11.4863,25,1.0
11.489,5,0.908
11.489,25,1.0
11.4916,5,0.87
11.4916,25,1.0
11.4942,5,0.774
11.4942,25,1.0
11.4966,5,0.721
11.4966,25,1.0
11.4991,5,0.598
11.4991,25,1.0
11.5015,5,0.525
11.5015,17,0.024
11.5015,25,1.0
11.5041,5,0.345
11.5041,17,0.104
11.5041,25,1.0
11.5067,5,0.234
11.5067,17,0.156
11.5067,25,1.0
11.5094,17,0.282
11.5094,25,1.0
11.512,17,0.352
11.512,25,1.0
11.5146,17,0.521
11.5146,25,0.979
11.5169,17,0.616
11.5169,25,0.946
11.5194,17,0.837
11.5194,25,0.842
11.522,17,0.966
11.522,25,0.767
11.5246,17,1.0
11.5246,25,0.575
11.5268,17,1.0
11.5268,25,0.33
11.5294,17,1.0
11.5294,25,0.19
11.532,17,1.0
11.5346,17,1.0
11.5372,17,1.0
11.5398,17,1.0
11.5422,17,1.0
11.5448,17,1.0
11.5475,17,1.0
11.55,17,1.0
11.5526,17,1.0
11.5553,17,1.0
11.5576,17,1.0
11.5598,17,1.0
11.5624,17,1.0
11.565,17,1.0
11.5676,17,1.0
11.5702,17,1.0
11.5724,17,1.0
11.5749,17,1.0
11.5775,17,1.0
11.5775,25,0.028
11.5801,17,1.0
11.5801,25,0.108
11.5826,17,1.0
11.5826,25,0.356
11.5855,17,1.0
11.5855,25,0.466
11.5881,17,1.0
11.5881,25,0.688
11.5903,17,1.0
11.5903,25,0.805
11.5929,17,1.0
11.5929,25,1.0
11.5955,17,0.989
11.5955,25,1.0
11.5981,17,0.945
11.5981,25,1.0
11.6004,17,0.911
11.6004,25,1.0
11.6026,5,0.099
11.6026,17,0.875
11.6026,25,1.0
11.6053,5,0.319
11.6053,17,0.773
11.6053,25,1.0
11.6078,5,0.465
11.6078,17,0.63
11.6078,25,1.0
11.6104,5,0.517
11.6104,17,0.542
11.6104,25,1.0
11.613,5,0.56
11.613,17,0.433
11.613,25,1.0
11.6156,5,0.587
11.6156,17,0.298
11.6156,25,1.0
11.6185,5,0.624
11.6185,25,1.0
11.6211,5,0.645
11.6211,25,1.0
11.6237,5,0.653
11.6237,25,1.0
11.6263,5,0.66
11.6263,25,1.0
11.6288,5,0.66
11.6288,25,1.0
11.6314,5,0.66
11.6314,25,1.0
11.634,5,0.648
11.634,25,1.0
11.6366,5,0.633
11.6366,25,1.0
11.6392,5,0.588
11.6392,25,1.0
11.6414,5,0.558
11.6414,25,1.0
11.644,5,0.52
11.644,25,1.0
11.6466,5,0.414
11.6466,25,1.0
11.6493,5,0.352
11.6493,25,1.0
11.652,5,0.207
11.652,25,1.0
11.6546,5,0.12
11.6546,25,1.0
11.657,25,1.0
11.6595,25,1.0
11.6621,17,0.158
11.6621,25,1.0
11.6647,17,0.253
11.6647,25,1.0
11.6674,17,0.444
11.6674,25,0.999
11.67,17,0.687
11.67,25,0.911
11.6728,17,1.0
11.6728,25,0.778
11.6755,17,1.0
11.6755,25,0.694
11.6781,17,1.0
11.6781,25,0.52
11.6806,17,1.0
11.6806,25,0.434
11.6832,17,1.0
11.6832,25,0.263
11.6855,17,1.0
11.6855,25,0.169
11.6881,17,1.0
11.6881,25,0.025
11.6907,17,1.0
11.6907,25,0.017
11.6932,17,1.0
11.6932,25,0.017
11.6957,17,1.0
11.6985,17,1.0
11.701,17,1.0
11.7036,17,1.0
11.7062,17,1.0
11.7088,17,1.0
11.7114,17,1.0
11.714,17,1.0
11.7165,17,1.0
11.7191,17,1.0
11.7215,17,1.0
11.7241,17,1.0
11.7267,17,1.0
11.7289,17,1.0
11.7289,25,0.054
11.7315,17,1.0
11.7315,25,0.14
11.7341,17,1.0
11.7341,25,0.356
11.7366,17,1.0
11.7366,25,0.467
11.7392,17,1.0
11.7392,25,0.724
11.7418,5,0.056
11.7418,17,1.0
11.7418,25,0.885
11.7444,5,0.178
11.7444,17,1.0
11.7444,25,1.0
11.747,5,0.397
11.747,17,1.0
11.747,25,1.0
11.7497,5,0.503
11.7497,17,1.0
11.7497,25,1.0
11.7523,5,0.706
11.7523,17,0.985
11.7523,25,1.0
11.7548,5,0.804
11.7548,17,0.949
11.7548,25,1.0
11.7571,5,0.902
11.7571,17,0.896
11.7571,25,1.0
11.7597,5,0.994
11.7597,17,0.73
11.7597,25,1.0
11.7624,5,1.0
11.7624,17,0.602
11.7624,25,1.0
11.7647,5,1.0
11.7647,17,0.311
11.7647,25,1.0
11.7673,5,1.0
11.7673,17,0.149
11.7673,25,1.0
11.77,5,1.0
11.77,25,1.0
11.7726,5,1.0
11.7726,25,1.0
11.7751,5,1.0
11.7751,25,1.0
11.7776,5,1.0
11.7776,25,1.0
11.7802,5,1.0
11.7802,25,1.0
11.7827,5,1.0
11.7827,25,1.0
11.7851,5,1.0
11.7851,25,1.0
11.7877,5,0.998
11.7877,25,1.0
11.7903,5,0.978
11.7903,25,1.0
11.7929,5,0.942
11.7929,25,1.0
11.7955,5,0.912
11.7955,25,1.0
11.7981,5,0.831
11.7981,25,1.0
11.8006,5,0.777
11.8006,25,1.0
11.8032,5,0.653
11.8032,25,1.0
11.8055,5,0.579
11.8055,25,1.0
11.8078,5,0.403
11.8078,17,0.115
11.8078,25,1.0
11.8103,5,0.3
11.8103,17,0.196
11.8103,25,1.0
11.8129,5,0.197
11.8129,17,0.29
11.8129,25,1.0
11.8155,5,0.094
11.8155,17,0.383
11.8155,25,1.0
11.8181,17,0.616
11.8181,25,1.0
11.8205,17,0.749
11.8205,25,1.0
11.823,17,1.0
11.823,25,1.0
11.8257,17,1.0
11.8257,25,0.957
11.8284,17,1.0
11.8284,25,0.921
11.831,17,1.0
11.831,25,0.812
11.8336,17,1.0
11.8336,25,0.739
11.8359,17,1.0
11.8359,25,0.553
11.8384,17,1.0
11.8384,25,0.44
11.841,17,1.0
11.841,25,0.199
11.8437,17,1.0
11.8437,25,0.017
11.8459,17,1.0
11.8459,25,0.017
11.8485,17,1.0
11.8512,17,1.0
11.8535,17,1.0
11.8561,17,1.0
11.8586,17,1.0
11.861,17,1.0
11.8636,17,1.0
11.8662,17,1.0
11.8685,17,1.0
11.8711,17,1.0
11.8737,17,1.0
11.876,17,1.0
11.876,25,0.093
11.8782,17,1.0
11.8782,25,0.14
11.8807,17,1.0
11.8807,25,0.283
11.883,17,1.0
11.883,25,0.383
11.8856,17,1.0
11.8856,25,0.479
11.8879,5,0.071
11.8879,17,1.0
11.8879,25,0.733
11.8905,5,0.15
11.8905,17,1.0
11.8905,25,0.879
11.8931,5,0.233
11.8931,17,1.0
11.8931,25,1.0
11.8957,5,0.375
11.8957,17,1.0
11.8957,25,1.0
11.8982,5,0.454
11.8982,17,1.0
11.8982,25,1.0
11.9008,5,0.638
11.9008,17,1.0
11.9008,25,1.0
11.9033,5,0.729
11.9033,17,1.0
11.9033,25,1.0
11.9059,5,0.822
11.9059,17,0.98
11.9059,25,1.0
11.9085,5,0.911
11.9085,17,0.934
11.9085,25,1.0
11.9111,5,1.0
11.9111,17,0.799
11.9111,25,1.0
11.9138,5,1.0
11.9138,17,0.651
11.9138,25,1.0
11.9164,5,1.0
11.9164,17,0.576
11.9164,25,1.0
11.919,5,1.0
11.919,17,0.497
11.919,25,1.0
11.9216,5,1.0
11.9216,17,0.331
11.9216,25,1.0
11.9241,5,1.0
11.9241,17,0.233
11.9241,25,1.0
11.9268,5,1.0
11.9268,25,1.0
11.9294,5,1.0
11.9294,25,1.0
11.932,5,1.0
11.932,25,1.0
11.9346,5,1.0
11.9346,25,1.0
11.9369,5,1.0
11.9369,25,1.0
11.9395,5,1.0
11.9395,25,1.0
11.942,5,1.0
11.942,25,1.0
11.9445,5,1.0
11.9445,25,1.0
11.947,5,1.0
11.947,25,1.0
11.9496,5,1.0
11.9496,25,1.0
11.9522,5,1.0
11.9522,25,1.0
11.9545,5,0.998
11.9545,25,1.0
11.9571,5,0.985
11.9571,25,1.0
11.9596,5,0.945
11.9596,17,0.02
11.9596,25,1.0
11.9618,5,0.913
11.9618,17,0.074
11.9618,25,1.0
11.964,5,0.873
11.964,17,0.144
11.964,25,1.0
11.9666,5,0.822
11.9666,17,0.221
11.9666,25,1.0
11.9689,5,0.691
11.9689,17,0.412
11.9689,25,1.0
11.9715,5,0.61
11.9715,17,0.529
11.9715,25,1.0
11.9741,5,0.419
11.9741,17,0.82
11.9741,25,1.0
11.9767,5,0.313
11.9767,17,0.991
11.9767,25,1.0
11.9793,5,0.186
11.9793,17,1.0
11.9793,25,0.976
11.9817,5,0.059
11.9817,17,1.0
11.9817,25,0.873
11.9842,17,1.0
11.9842,25,0.801
11.9864,17,1.0
11.9864,25,0.611
11.989,17,1.0
11.989,25,0.494
11.9916,17,1.0
11.9916,25,0.209
11.9938,17,1.0
11.9938,25,0.031
11.9938,44,0.052
11.9964,17,1.0
11.9964,25,0.017
11.9964,44,0.108
11.999,17,1.0
11.999,44,0.215
12.0016,17,1.0
12.0016,44,0.248
12.004,17,1.0
12.004,44,0.262
12.0065,17,1.0
12.0065,44,0.258
12.0091,17,1.0
12.0091,44,0.18
12.0118,17,1.0
12.0118,44,0.074
12.0144,17,1.0
12.017,17,1.0
12.0196,17,1.0
12.0221,17,1.0
12.0245,17,1.0
12.0271,17,1.0
12.0298,17,1.0
12.0325,17,1.0
12.0351,17,1.0
12.0376,17,1.0
12.04,17,1.0
12.04,25,0.175
12.0426,17,1.0
12.0426,25,0.27
12.0452,17,1.0
12.0452,25,0.458
12.0474,5,0.028
12.0474,17,1.0
12.0474,25,0.57
12.0501,5,0.201
12.0501,17,1.0
12.0501,25,0.827
12.0527,5,0.281
12.0527,17,1.0
12.0527,25,0.973
12.0553,5,0.352
12.0553,17,1.0
12.0553,25,1.0
12.0579,5,0.5
12.0579,17,1.0
12.0579,25,1.0
12.0605,5,0.583
12.0605,17,1.0
12.0605,25,1.0
12.0631,5,0.758
12.0631,17,1.0
12.0631,25,1.0
12.0657,5,0.844
12.0657,17,1.0
12.0657,25,1.0
12.0683,5,0.93
12.0683,17,0.982
12.0683,25,1.0
12.0709,5,1.0
12.0709,17,0.908
12.0709,25,1.0
12.0735,5,1.0
12.0735,17,0.852
12.0735,25,1.0
12.0761,5,1.0
12.0761,17,0.731
12.0761,25,1.0
12.0784,5,1.0
12.0784,17,0.669
12.0784,25,1.0
12.081,5,1.0
12.081,17,0.607
12.081,25,1.0
12.0836,5,1.0
12.0836,17,0.545
12.0836,25,1.0
12.0861,5,1.0
12.0861,17,0.42
12.0861,25,1.0
12.0887,5,1.0
12.0887,17,0.298
12.0887,25,1.0
12.0909,5,1.0
12.0909,17,0.244
12.0909,25,1.0
12.0935,5,1.0
12.0935,17,0.2
12.0935,25,1.0
12.0961,5,1.0
12.0961,17,0.158
12.0961,25,1.0
12.0987,5,1.0
12.0987,17,0.115
12.0987,25,1.0
12.101,5,1.0
12.101,17,0.115
12.101,25,1.0
12.1036,5,0.976
12.1036,17,0.106
12.1036,25,1.0
12.1064,5,0.908
12.1064,17,0.106
12.1064,25,1.0
12.1091,5,0.865
12.1091,17,0.124
12.1091,25,1.0
12.1116,5,0.817
12.1116,17,0.167
12.1116,25,1.0
12.1142,5,0.697
12.1142,17,0.292
12.1142,25,1.0
12.1168,5,0.548
12.1168,17,0.455
12.1168,25,1.0
12.119,5,0.457
12.119,17,0.534
12.119,25,1.0
12.1217,5,0.365
12.1217,17,0.607
12.1217,25,1.0
12.1243,5,0.254
12.1243,17,0.681
12.1243,25,1.0
12.1269,17,0.856
12.1269,25,1.0
12.1295,17,0.956
12.1295,25,1.0
12.1321,17,1.0
12.1321,25,0.963
12.1344,17,1.0
12.1344,25,0.864
12.137,17,1.0
12.137,25,0.792
12.1392,17,1.0
12.1392,25,0.594
12.1415,17,1.0
12.1415,25,0.472
12.1441,17,1.0
12.1441,25,0.181
12.1463,17,1.0
12.1463,25,0.031
12.1489,17,1.0
12.1515,17,1.0
12.1544,17,1.0
12.1569,17,1.0
12.1595,17,1.0
12.1621,17,1.0
12.1648,17,1.0
12.1673,17,1.0
12.17,17,1.0
12.1726,17,1.0
12.1752,17,1.0
12.1776,17,1.0
12.1802,17,1.0
12.1828,17,1.0
12.1854,17,1.0
12.1881,17,1.0
12.1906,17,1.0
12.1928,17,1.0
12.1928,25,0.025
12.195,17,1.0
12.195,25,0.103
12.1976,17,1.0
12.1976,25,0.215
12.2001,17,1.0
12.2001,25,0.408
12.2027,5,0.025
12.2027,17,1.0
12.2027,25,0.629
12.2051,5,0.127
12.2051,17,1.0
12.2051,25,0.753
12.2074,5,0.209
12.2074,17,1.0
12.2074,25,0.889
12.2095,5,0.297
12.2095,17,1.0
12.2095,25,1.0
12.2122,5,0.454
12.2122,17,1.0
12.2122,25,1.0
12.2148,5,0.539
12.2148,17,1.0
12.2148,25,1.0
12.2174,5,0.63
12.2174,17,1.0
12.2174,25,1.0
12.22,5,0.811
12.22,17,1.0
12.22,25,1.0
12.2226,5,0.901
12.2226,17,1.0
12.2226,25,1.0
12.2251,5,1.0
12.2251,17,0.962
12.2251,25,1.0
12.2277,5,1.0
12.2277,17,0.93
12.2277,25,1.0
12.23,5,1.0
12.23,17,0.903
12.23,25,1.0
12.2327,5,1.0
12.2327,17,0.853
12.2327,25,1.0
12.2353,5,1.0
12.2353,17,0.821
12.2353,25,1.0
12.2375,5,1.0
12.2375,17,0.791
12.2375,25,1.0
12.2401,5,1.0
12.2401,17,0.721
12.2401,25,1.0
12.2428,5,1.0
12.2428,17,0.686
12.2428,25,1.0
12.2453,5,1.0
12.2453,17,0.621
12.2453,25,1.0
12.2479,5,1.0
12.2479,17,0.59
12.2479,25,1.0
12.2505,5,1.0
12.2505,17,0.568
12.2505,25,1.0
12.2531,5,1.0
12.2531,17,0.541
12.2531,25,1.0
12.2557,5,1.0
12.2557,17,0.537
12.2557,25,1.0
12.2583,5,1.0
12.2583,17,0.535
12.2583,25,1.0
12.2608,5,1.0
12.2608,17,0.535
12.2608,25,1.0
12.2632,5,1.0
12.2632,17,0.541
12.2632,25,1.0
12.2658,5,0.971
12.2658,17,0.591
12.2658,25,1.0
12.2685,5,0.936
12.2685,17,0.63
12.2685,25,1.0
12.2711,5,0.839
12.2711,17,0.75
12.2711,25,1.0
12.2734,5,0.773
12.2734,17,0.816
12.2734,25,1.0
12.276,5,0.699
12.276,17,0.883
12.276,25,1.0
12.2782,5,0.618
12.2782,17,0.942
12.2782,25,1.0
12.2808,5,0.432
12.2808,17,1.0
12.2808,25,1.0
12.2834,5,0.332
12.2834,17,1.0
12.2834,25,1.0
12.2859,5,0.123
12.2859,17,1.0
12.2859,25,1.0
12.2886,5,0.025
12.2886,17,1.0
12.2886,25,1.0
12.291,17,1.0
12.291,25,0.954
12.2936,17,1.0
12.2936,25,0.898
12.2962,17,1.0
12.2962,25,0.744
12.2988,17,1.0
12.2988,25,0.651
12.301,17,1.0
12.301,25,0.429
12.3036,17,1.0
12.3036,25,0.309
12.3062,17,1.0
12.3062,25,0.085
12.3087,17,1.0
12.3113,17,1.0
12.3138,17,1.0
12.3165,17,1.0
12.319,17,1.0
12.3216,17,1.0
12.3216,25,0.037
12.3243,17,1.0
12.3243,25,0.069
12.3269,17,1.0
12.3269,25,0.126
12.3295,17,1.0
12.3295,25,0.162
12.3321,5,0.042
12.3321,17,1.0
12.3321,25,0.265
12.3346,5,0.087
12.3346,17,1.0
12.3346,25,0.334
12.3372,5,0.167
12.3372,17,1.0
12.3372,25,0.496
12.3397,5,0.203
12.3397,17,1.0
12.3397,25,0.587
12.342,5,0.254
12.342,17,1.0
12.342,25,0.682
12.3446,5,0.304
12.3446,17,1.0
12.3446,25,0.781
12.3474,5,0.437
12.3474,17,1.0
12.3474,25,0.997
12.3497,5,0.506
12.3497,17,1.0
12.3497,25,1.0
12.3525,5,0.663
12.3525,17,1.0
12.3525,25,1.0
12.3552,5,0.744
12.3552,17,1.0
12.3552,25,1.0
12.3578,5,0.907
12.3578,17,1.0
12.3578,25,1.0
12.3604,5,0.984
12.3604,17,1.0
12.3604,25,1.0
12.3629,5,1.0
12.3629,17,0.978
12.3629,25,1.0
12.3655,5,1.0
12.3655,17,0.945
12.3655,25,1.0
12.3682,5,1.0
12.3682,17,0.904
12.3682,25,1.0
12.3707,5,1.0
12.3707,17,0.805
12.3707,25,1.0
12.3733,5,1.0
12.3733,17,0.746
12.3733,25,1.0
12.3759,5,1.0
12.3759,17,0.618
12.3759,25,1.0
12.3785,5,1.0
12.3785,17,0.552
12.3785,25,1.0
12.3811,5,1.0
12.3811,17,0.487
12.3811,25,1.0
12.3837,5,1.0
12.3837,17,0.367
12.3837,25,1.0
12.3863,5,1.0
12.3863,17,0.305
12.3863,25,1.0
12.3888,5,1.0
12.3888,17,0.212
12.3888,25,1.0
12.3914,5,1.0
12.3914,17,0.175
12.3914,25,1.0
12.394,5,1.0
12.394,17,0.144
12.394,25,1.0
12.3965,5,0.989
12.3965,17,0.104
12.3965,25,1.0
12.3992,5,0.969
12.3992,17,0.092
12.3992,25,1.0
12.4015,5,0.944
12.4015,17,0.092
12.4015,25,1.0
12.4042,5,0.882
12.4042,17,0.092
12.4042,25,1.0
12.4066,5,0.845
12.4066,17,0.092
12.4066,25,1.0
12.4091,5,0.762
12.4091,17,0.138
12.4091,25,1.0
12.4117,5,0.717
12.4117,17,0.181
12.4117,25,1.0
12.4143,5,0.668
12.4143,17,0.225
12.4143,25,1.0
12.4169,5,0.559
12.4169,17,0.348
12.4169,25,1.0
12.4195,5,0.492
12.4195,17,0.413
12.4195,25,1.0
12.4221,5,0.338
12.4221,17,0.537
12.4221,25,1.0
12.4244,5,0.255
12.4244,17,0.608
12.4244,25,1.0
12.427,5,0.158
12.427,17,0.691
12.427,25,1.0
12.4295,5,0.064
12.4295,17,0.785
12.4295,25,1.0
12.4321,17,0.992
12.4321,25,0.957
12.4344,17,1.0
12.4344,25,0.9
12.437,17,1.0
12.437,25,0.755
12.4396,17,1.0
12.4396,25,0.664
12.4423,17,1.0
12.4423,25,0.442
12.4449,17,1.0
12.4449,25,0.173
12.4475,17,1.0
12.4475,25,0.043
12.4501,17,1.0
12.4501,25,0.017
12.4527,17,1.0
12.4527,25,0.017
12.4553,17,1.0
12.4579,17,1.0
12.4605,17,1.0
12.4631,17,1.0
12.4653,17,1.0
12.4679,17,1.0
12.4705,17,1.0
12.4731,17,1.0
12.4757,17,1.0
12.478,17,1.0
12.4807,17,1.0
12.4807,25,0.069
12.4833,17,1.0
12.4833,25,0.124
12.4857,5,0.048
12.4857,17,1.0
12.4857,25,0.272
12.4883,5,0.154
12.4883,17,1.0
12.4883,25,0.362
12.4908,5,0.207
12.4908,17,1.0
12.4908,25,0.449
12.4934,5,0.255
12.4934,17,1.0
12.4934,25,0.545
12.496,5,0.37
12.496,17,1.0
12.496,25,0.753
12.4986,5,0.438
12.4986,17,1.0
12.4986,25,0.86
12.5008,5,0.593
12.5008,17,1.0
12.5008,25,1.0
12.5034,5,0.677
12.5034,17,1.0
12.5034,25,1.0
12.506,5,0.763
12.506,17,1.0
12.506,25,1.0
12.5085,5,0.947
12.5085,17,1.0
12.5085,25,1.0
12.5111,5,1.0
12.5111,17,1.0
12.5111,25,1.0
12.5138,5,1.0
12.5138,17,0.964
12.5138,25,1.0
12.5164,5,1.0
12.5164,17,0.929
12.5164,25,1.0
12.5189,5,1.0
12.5189,17,0.835
12.5189,25,1.0
12.5215,5,1.0
12.5215,17,0.77
12.5215,25,1.0
12.5241,5,1.0
12.5241,17,0.704
12.5241,25,1.0
12.5267,5,1.0
12.5267,17,0.566
12.5267,25,1.0
12.529,5,1.0
12.529,17,0.5
12.529,25,1.0
12.5312,5,1.0
12.5312,17,0.43
12.5312,25,1.0
12.5335,5,1.0
12.5335,17,0.363
12.5335,25,1.0
12.536,5,1.0
12.536,17,0.248
12.536,25,1.0
12.5385,5,1.0
12.5385,17,0.195
12.5385,25,1.0
12.5411,5,1.0
12.5411,17,0.158
12.5411,25,1.0
12.5434,5,1.0
12.5434,17,0.129
12.5434,25,1.0
12.5459,5,1.0
12.5459,17,0.097
12.5459,25,1.0
12.5486,5,1.0
12.5486,17,0.087
12.5486,25,1.0
12.5511,5,1.0
12.5511,17,0.087
12.5511,25,1.0
12.5537,5,1.0
12.5537,17,0.087
12.5537,25,1.0
12.556,5,1.0
12.556,17,0.087
12.556,25,1.0
12.5582,5,0.966
12.5582,17,0.14
12.5582,25,1.0
12.5608,5,0.941
12.5608,17,0.179
12.5608,25,1.0
12.5634,5,0.912
12.5634,17,0.234
12.5634,25,1.0
12.566,5,0.832
12.566,17,0.372
12.566,25,1.0
12.5686,5,0.784
12.5686,17,0.45
12.5686,25,1.0
12.5712,5,0.667
12.5712,17,0.608
12.5712,25,1.0
12.5736,5,0.6
12.5736,17,0.698
12.5736,25,1.0
12.5761,5,0.53
12.5761,17,0.797
12.5761,25,1.0
12.5787,5,0.447
12.5787,17,1.0
12.5787,25,1.0
12.581,5,0.285
12.581,17,1.0
12.581,25,0.996
12.5833,5,0.197
12.5833,17,1.0
12.5833,25,0.978
12.5859,5,0.036
12.5859,17,1.0
12.5859,25,0.86
12.5885,17,1.0
12.5885,25,0.779
12.591,17,1.0
12.591,25,0.617
12.5936,17,1.0
12.5936,25,0.518
12.5962,17,1.0
12.5962,25,0.291
12.5989,17,1.0
12.5989,25,0.031
12.6015,17,1.0
12.6015,25,0.017
12.604,17,1.0
12.6063,17,1.0
12.6089,17,1.0
12.6116,17,1.0
12.6141,17,1.0
12.6165,17,1.0
12.6191,5,0.036
12.6191,17,1.0
12.6215,5,0.068
12.6215,17,1.0
12.6215,25,0.031
12.6241,5,0.134
12.6241,17,1.0
12.6241,25,0.059
12.6267,5,0.271
12.6267,17,1.0
12.6267,25,0.136
12.6292,5,0.354
12.6292,17,1.0
12.6292,25,0.179
12.6319,5,0.518
12.6319,17,1.0
12.6319,25,0.283
12.6345,5,0.598
12.6345,17,1.0
12.6345,25,0.353
12.637,5,0.677
12.637,17,1.0
12.637,25,0.435
12.6396,5,0.831
12.6396,17,1.0
12.6396,25,0.63
12.642,5,0.907
12.642,17,1.0
12.642,25,0.739
12.6446,5,0.985
12.6446,17,1.0
12.6446,25,0.852
12.6472,5,1.0
12.6472,17,1.0
12.6472,25,1.0
12.6497,5,1.0
12.6497,17,0.993
12.6497,25,1.0
12.6523,5,1.0
12.6523,17,0.917
12.6523,25,1.0
12.6544,5,1.0
12.6544,17,0.858
